,Open,High,Close
341,771.76,771.78,753.22
342,776.81,777.29,771.75
343,810.0,810.06,780.29
344,801.83,811.71,805.59
345,802.03,816.04,811.98
346,794.95,805.0,802.03
347,771.3,788.48,781.1
348,784.5,790.0,782.19
349,806.76,806.76,788.42
350,810.87,813.96,805.48
351,822.43,822.63,809.9
352,829.94,839.0,819.56
353,823.01,826.58,817.35
354,827.12,827.71,822.1
355,838.5,838.5,828.55
356,830.09,837.94,835.74
357,820.0,824.29,824.06
358,827.56,828.465,821.63
359,824.52,829.81,827.09
360,814.21,828.81,821.49
361,805.99,813.49,806.84
362,807.45,810.09,804.6
363,806.07,806.56,804.08
364,811.96,814.5,811.77
365,814.17,819.86,809.57
